id,英文名稱,課程名稱,週次,該週開始日期,該週結束日期,註冊人數,購買人數,完課人數
6,shiji,史記（一）（Shi-ji (1) ）,Week12,2017-04-04,2017-04-10,168,4,2
6,shiji,史記（一）（Shi-ji (1) ）,Week13,2017-04-11,2017-04-17,188,1,2
6,shiji,史記（一）（Shi-ji (1) ）,Week14,2017-04-18,2017-04-24,172,1,2
6,shiji,史記（一）（Shi-ji (1) ）,Week15,2017-04-25,2017-05-01,127,2,2
6,shiji,史記（一）（Shi-ji (1) ）,Week16,2017-05-02,2017-05-08,157,0,3
6,shiji,史記（一）（Shi-ji (1) ）,Week17,2017-05-09,2017-05-15,139,2,4
6,shiji,史記（一）（Shi-ji (1) ）,Week18,2017-05-16,2017-05-22,125,0,3
6,shiji,史記（一）（Shi-ji (1) ）,Week19,2017-05-23,2017-05-29,132,1,2
6,shiji,史記（一）（Shi-ji (1) ）,Week20,2017-05-30,2017-06-05,146,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week21,2017-06-06,2017-06-12,173,2,3
6,shiji,史記（一）（Shi-ji (1) ）,Week22,2017-06-13,2017-06-19,167,0,2
6,shiji,史記（一）（Shi-ji (1) ）,Week23,2017-06-20,2017-06-26,143,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week24,2017-06-27,2017-07-03,137,2,2
6,shiji,史記（一）（Shi-ji (1) ）,Week25,2017-07-04,2017-07-10,174,3,2
6,shiji,史記（一）（Shi-ji (1) ）,Week26,2017-07-11,2017-07-17,114,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week27,2017-07-18,2017-07-24,119,1,1
6,shiji,史記（一）（Shi-ji (1) ）,Week28,2017-07-25,2017-07-31,130,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week29,2017-08-01,2017-08-07,130,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week30,2017-08-08,2017-08-14,111,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week31,2017-08-15,2017-08-21,208,0,1
6,shiji,史記（一）（Shi-ji (1) ）,Week32,2017-08-22,2017-08-28,119,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week33,2017-08-29,2017-09-04,160,0,1
6,shiji,史記（一）（Shi-ji (1) ）,Week34,2017-09-05,2017-09-11,138,0,2
6,shiji,史記（一）（Shi-ji (1) ）,Week35,2017-09-12,2017-09-18,120,2,1
6,shiji,史記（一）（Shi-ji (1) ）,Week36,2017-09-19,2017-09-25,117,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week37,2017-09-26,2017-10-02,115,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week38,2017-10-03,2017-10-09,136,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week39,2017-10-10,2017-10-16,122,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week40,2017-10-17,2017-10-23,102,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week41,2017-10-24,2017-10-30,93,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week42,2017-10-31,2017-11-06,122,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week43,2017-11-07,2017-11-13,104,1,0
6,shiji,史記（一）（Shi-ji (1) ）,Week44,2017-11-14,2017-11-20,101,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week45,2017-11-21,2017-11-27,123,0,0
6,shiji,史記（一）（Shi-ji (1) ）,Week46,2017-11-28,2017-12-04,83,1,0
7,tang-poems,唐詩新思路,Week1,2016-08-11,2016-08-17,382,8,25
7,tang-poems,唐詩新思路,Week2,2016-08-18,2016-08-24,122,2,9
7,tang-poems,唐詩新思路,Week3,2016-08-25,2016-08-31,115,9,18
7,tang-poems,唐詩新思路,Week4,2016-09-01,2016-09-07,137,10,10
7,tang-poems,唐詩新思路,Week5,2016-09-08,2016-09-14,404,12,22
7,tang-poems,唐詩新思路,Week6,2016-09-15,2016-09-21,249,3,17
7,tang-poems,唐詩新思路,Week7,2016-09-22,2016-09-28,209,1,10
7,tang-poems,唐詩新思路,Week8,2016-09-29,2016-10-05,147,2,4
7,tang-poems,唐詩新思路,Week9,2016-10-06,2016-10-12,114,1,5
7,tang-poems,唐詩新思路,Week10,2016-10-13,2016-10-19,112,0,4
7,tang-poems,唐詩新思路,Week11,2016-10-20,2016-10-26,86,0,3
7,tang-poems,唐詩新思路,Week12,2016-10-27,2016-11-02,86,1,3
7,tang-poems,唐詩新思路,Week13,2016-11-03,2016-11-09,90,0,2
7,tang-poems,唐詩新思路,Week14,2016-11-10,2016-11-16,77,0,3
7,tang-poems,唐詩新思路,Week15,2016-11-17,2016-11-23,75,0,3
7,tang-poems,唐詩新思路,Week16,2016-11-24,2016-11-30,86,0,3
7,tang-poems,唐詩新思路,Week17,2016-12-01,2016-12-07,79,1,6
7,tang-poems,唐詩新思路,Week18,2016-12-08,2016-12-14,85,0,3
7,tang-poems,唐詩新思路,Week19,2016-12-15,2016-12-21,56,0,2
7,tang-poems,唐詩新思路,Week20,2016-12-22,2016-12-28,85,1,7
7,tang-poems,唐詩新思路,Week21,2016-12-29,2017-01-04,81,0,3
7,tang-poems,唐詩新思路,Week22,2017-01-05,2017-01-11,77,0,4
7,tang-poems,唐詩新思路,Week23,2017-01-12,2017-01-18,64,1,3
7,tang-poems,唐詩新思路,Week24,2017-01-19,2017-01-25,70,2,3
7,tang-poems,唐詩新思路,Week25,2017-01-26,2017-02-01,68,3,6
7,tang-poems,唐詩新思路,Week26,2017-02-02,2017-02-08,104,1,4
7,tang-poems,唐詩新思路,Week27,2017-02-09,2017-02-15,107,1,5
7,tang-poems,唐詩新思路,Week28,2017-02-16,2017-02-22,95,0,3
7,tang-poems,唐詩新思路,Week29,2017-02-23,2017-03-01,112,1,5
7,tang-poems,唐詩新思路,Week30,2017-03-02,2017-03-08,101,1,7
7,tang-poems,唐詩新思路,Week31,2017-03-09,2017-03-15,89,3,3
7,tang-poems,唐詩新思路,Week32,2017-03-16,2017-03-22,69,0,5
7,tang-poems,唐詩新思路,Week33,2017-03-23,2017-03-29,80,1,1
7,tang-poems,唐詩新思路,Week34,2017-03-30,2017-04-05,77,1,3
7,tang-poems,唐詩新思路,Week35,2017-04-06,2017-04-12,71,0,0
7,tang-poems,唐詩新思路,Week36,2017-04-13,2017-04-19,71,0,0
7,tang-poems,唐詩新思路,Week37,2017-04-20,2017-04-26,72,0,1
7,tang-poems,唐詩新思路,Week38,2017-04-27,2017-05-03,57,0,0
7,tang-poems,唐詩新思路,Week39,2017-05-04,2017-05-10,76,0,0
7,tang-poems,唐詩新思路,Week40,2017-05-11,2017-05-17,71,2,2
7,tang-poems,唐詩新思路,Week41,2017-05-18,2017-05-24,71,0,2
7,tang-poems,唐詩新思路,Week42,2017-05-25,2017-05-31,63,0,5
7,tang-poems,唐詩新思路,Week43,2017-06-01,2017-06-07,52,0,1
7,tang-poems,唐詩新思路,Week44,2017-06-08,2017-06-14,71,0,2
7,tang-poems,唐詩新思路,Week45,2017-06-15,2017-06-21,69,0,3
7,tang-poems,唐詩新思路,Week46,2017-06-22,2017-06-28,68,1,0
7,tang-poems,唐詩新思路,Week47,2017-06-29,2017-07-05,53,0,1
7,tang-poems,唐詩新思路,Week48,2017-07-06,2017-07-12,74,0,1
7,tang-poems,唐詩新思路,Week49,2017-07-13,2017-07-19,57,1,1
7,tang-poems,唐詩新思路,Week50,2017-07-20,2017-07-26,67,0,0
7,tang-poems,唐詩新思路,Week51,2017-07-27,2017-08-02,51,0,1
7,tang-poems,唐詩新思路,Week52,2017-08-03,2017-08-09,59,0,4
7,tang-poems,唐詩新思路,Week53,2017-08-10,2017-08-16,61,1,1
7,tang-poems,唐詩新思路,Week54,2017-08-17,2017-08-23,45,0,2
7,tang-poems,唐詩新思路,Week55,2017-08-24,2017-08-30,49,0,2
7,tang-poems,唐詩新思路,Week56,2017-08-31,2017-09-06,49,0,2
7,tang-poems,唐詩新思路,Week57,2017-09-07,2017-09-13,59,0,3
7,tang-poems,唐詩新思路,Week58,2017-09-14,2017-09-20,45,1,1
7,tang-poems,唐詩新思路,Week59,2017-09-21,2017-09-27,29,0,1
7,tang-poems,唐詩新思路,Week60,2017-09-28,2017-10-04,37,0,2
7,tang-poems,唐詩新思路,Week61,2017-10-05,2017-10-11,35,0,1
7,tang-poems,唐詩新思路,Week62,2017-10-12,2017-10-18,44,0,3
7,tang-poems,唐詩新思路,Week63,2017-10-19,2017-10-25,38,0,0
7,tang-poems,唐詩新思路,Week64,2017-10-26,2017-11-01,33,0,2
7,tang-poems,唐詩新思路,Week65,2017-11-02,2017-11-08,38,1,0
7,tang-poems,唐詩新思路,Week66,2017-11-09,2017-11-15,41,0,0
7,tang-poems,唐詩新思路,Week67,2017-11-16,2017-11-22,28,0,0
7,tang-poems,唐詩新思路,Week68,2017-11-23,2017-11-29,32,0,0
7,tang-poems,唐詩新思路,Week69,2017-11-30,2017-12-06,10,0,0
8,ji-chu-guang-xue,基礎光學 I,Week1,2016-03-09,2016-03-15,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week2,2016-03-16,2016-03-22,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week3,2016-03-23,2016-03-29,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week4,2016-03-30,2016-04-05,36,0,1
8,ji-chu-guang-xue,基礎光學 I,Week5,2016-04-06,2016-04-12,25,0,1
8,ji-chu-guang-xue,基礎光學 I,Week6,2016-04-13,2016-04-19,14,1,0
8,ji-chu-guang-xue,基礎光學 I,Week7,2016-04-20,2016-04-26,6,0,0
8,ji-chu-guang-xue,基礎光學 I,Week8,2016-04-27,2016-05-03,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week9,2016-05-04,2016-05-10,29,0,0
8,ji-chu-guang-xue,基礎光學 I,Week10,2016-05-11,2016-05-17,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week11,2016-05-18,2016-05-24,35,0,0
8,ji-chu-guang-xue,基礎光學 I,Week12,2016-05-25,2016-05-31,18,0,0
8,ji-chu-guang-xue,基礎光學 I,Week13,2016-06-01,2016-06-07,36,1,0
8,ji-chu-guang-xue,基礎光學 I,Week14,2016-06-08,2016-06-14,32,0,0
8,ji-chu-guang-xue,基礎光學 I,Week15,2016-06-15,2016-06-21,33,1,1
8,ji-chu-guang-xue,基礎光學 I,Week16,2016-06-22,2016-06-28,31,0,0
8,ji-chu-guang-xue,基礎光學 I,Week17,2016-06-29,2016-07-05,60,0,0
8,ji-chu-guang-xue,基礎光學 I,Week18,2016-07-06,2016-07-12,29,0,0
8,ji-chu-guang-xue,基礎光學 I,Week19,2016-07-13,2016-07-19,34,0,0
8,ji-chu-guang-xue,基礎光學 I,Week20,2016-07-20,2016-07-26,24,0,0
8,ji-chu-guang-xue,基礎光學 I,Week21,2016-07-27,2016-08-02,31,0,0
8,ji-chu-guang-xue,基礎光學 I,Week22,2016-08-03,2016-08-09,19,0,0
8,ji-chu-guang-xue,基礎光學 I,Week23,2016-08-10,2016-08-16,34,0,0
8,ji-chu-guang-xue,基礎光學 I,Week24,2016-08-17,2016-08-23,21,0,0
8,ji-chu-guang-xue,基礎光學 I,Week25,2016-08-24,2016-08-30,35,0,0
8,ji-chu-guang-xue,基礎光學 I,Week26,2016-08-31,2016-09-06,36,0,0
8,ji-chu-guang-xue,基礎光學 I,Week27,2016-09-07,2016-09-13,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week28,2016-09-14,2016-09-20,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week29,2016-09-21,2016-09-27,31,0,0
8,ji-chu-guang-xue,基礎光學 I,Week30,2016-09-28,2016-10-04,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week31,2016-10-05,2016-10-11,33,0,0
8,ji-chu-guang-xue,基礎光學 I,Week32,2016-10-12,2016-10-18,37,0,0
8,ji-chu-guang-xue,基礎光學 I,Week33,2016-10-19,2016-10-25,18,0,0
8,ji-chu-guang-xue,基礎光學 I,Week34,2016-10-26,2016-11-01,33,0,0
8,ji-chu-guang-xue,基礎光學 I,Week35,2016-11-02,2016-11-08,30,0,0
8,ji-chu-guang-xue,基礎光學 I,Week36,2016-11-09,2016-11-15,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week37,2016-11-16,2016-11-22,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week38,2016-11-23,2016-11-29,25,0,0
8,ji-chu-guang-xue,基礎光學 I,Week39,2016-11-30,2016-12-06,21,0,0
8,ji-chu-guang-xue,基礎光學 I,Week40,2016-12-07,2016-12-13,23,0,0
8,ji-chu-guang-xue,基礎光學 I,Week41,2016-12-14,2016-12-20,24,0,0
8,ji-chu-guang-xue,基礎光學 I,Week42,2016-12-21,2016-12-27,27,0,0
8,ji-chu-guang-xue,基礎光學 I,Week43,2016-12-28,2017-01-03,25,0,0
8,ji-chu-guang-xue,基礎光學 I,Week44,2017-01-04,2017-01-10,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week45,2017-01-11,2017-01-17,3561,15,16
8,ji-chu-guang-xue,基礎光學 I,Week46,2017-01-18,2017-01-24,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week47,2017-01-25,2017-01-31,11,0,0
8,ji-chu-guang-xue,基礎光學 I,Week48,2017-02-01,2017-02-07,29,1,0
8,ji-chu-guang-xue,基礎光學 I,Week49,2017-02-08,2017-02-14,30,0,0
8,ji-chu-guang-xue,基礎光學 I,Week50,2017-02-15,2017-02-21,26,0,0
8,ji-chu-guang-xue,基礎光學 I,Week51,2017-02-22,2017-02-28,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week52,2017-03-01,2017-03-07,19,0,0
8,ji-chu-guang-xue,基礎光學 I,Week53,2017-03-08,2017-03-14,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week54,2017-03-15,2017-03-21,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week55,2017-03-22,2017-03-28,23,0,0
8,ji-chu-guang-xue,基礎光學 I,Week56,2017-03-29,2017-04-04,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week57,2017-04-05,2017-04-11,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week58,2017-04-12,2017-04-18,17,0,0
8,ji-chu-guang-xue,基礎光學 I,Week59,2017-04-19,2017-04-25,17,0,0
8,ji-chu-guang-xue,基礎光學 I,Week60,2017-04-26,2017-05-02,13,0,0
8,ji-chu-guang-xue,基礎光學 I,Week61,2017-05-03,2017-05-09,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week62,2017-05-10,2017-05-16,10,0,0
8,ji-chu-guang-xue,基礎光學 I,Week63,2017-05-17,2017-05-23,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week64,2017-05-24,2017-05-30,14,0,0
8,ji-chu-guang-xue,基礎光學 I,Week65,2017-05-31,2017-06-06,19,0,0
8,ji-chu-guang-xue,基礎光學 I,Week66,2017-06-07,2017-06-13,20,0,0
8,ji-chu-guang-xue,基礎光學 I,Week67,2017-06-14,2017-06-20,18,0,0
8,ji-chu-guang-xue,基礎光學 I,Week68,2017-06-21,2017-06-27,21,0,0
8,ji-chu-guang-xue,基礎光學 I,Week69,2017-06-28,2017-07-04,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week70,2017-07-05,2017-07-11,28,0,0
8,ji-chu-guang-xue,基礎光學 I,Week71,2017-07-12,2017-07-18,23,0,0
8,ji-chu-guang-xue,基礎光學 I,Week72,2017-07-19,2017-07-25,18,0,0
8,ji-chu-guang-xue,基礎光學 I,Week73,2017-07-26,2017-08-01,19,2,0
8,ji-chu-guang-xue,基礎光學 I,Week74,2017-08-02,2017-08-08,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week75,2017-08-09,2017-08-15,16,0,0
8,ji-chu-guang-xue,基礎光學 I,Week76,2017-08-16,2017-08-22,14,0,0
8,ji-chu-guang-xue,基礎光學 I,Week77,2017-08-23,2017-08-29,24,1,0
8,ji-chu-guang-xue,基礎光學 I,Week78,2017-08-30,2017-09-05,14,0,0
8,ji-chu-guang-xue,基礎光學 I,Week79,2017-09-06,2017-09-12,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week80,2017-09-13,2017-09-19,24,0,0
8,ji-chu-guang-xue,基礎光學 I,Week81,2017-09-20,2017-09-26,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week82,2017-09-27,2017-10-03,14,0,0
8,ji-chu-guang-xue,基礎光學 I,Week83,2017-10-04,2017-10-10,22,0,0
8,ji-chu-guang-xue,基礎光學 I,Week84,2017-10-11,2017-10-17,9,0,0
8,ji-chu-guang-xue,基礎光學 I,Week85,2017-10-18,2017-10-24,14,0,0
8,ji-chu-guang-xue,基礎光學 I,Week86,2017-10-25,2017-10-31,15,0,0
8,ji-chu-guang-xue,基礎光學 I,Week87,2017-11-01,2017-11-07,11,0,0
8,ji-chu-guang-xue,基礎光學 I,Week88,2017-11-08,2017-11-14,19,0,0
8,ji-chu-guang-xue,基礎光學 I,Week89,2017-11-15,2017-11-21,13,0,0
8,ji-chu-guang-xue,基礎光學 I,Week90,2017-11-22,2017-11-28,10,0,0
8,ji-chu-guang-xue,基礎光學 I,Week91,2017-11-29,2017-12-05,2,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week1,2016-03-17,2016-03-23,90,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week2,2016-03-24,2016-03-30,188,4,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week3,2016-03-31,2016-04-06,97,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week4,2016-04-07,2016-04-13,63,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week5,2016-04-14,2016-04-20,59,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week6,2016-04-21,2016-04-27,59,0,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week7,2016-04-28,2016-05-04,37,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week8,2016-05-05,2016-05-11,49,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week9,2016-05-12,2016-05-18,28,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week10,2016-05-19,2016-05-25,39,1,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week11,2016-05-26,2016-06-01,41,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week12,2016-06-02,2016-06-08,35,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week13,2016-06-09,2016-06-15,57,0,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week14,2016-06-16,2016-06-22,58,1,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week15,2016-06-23,2016-06-29,77,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week16,2016-06-30,2016-07-06,84,0,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week17,2016-07-07,2016-07-13,57,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week18,2016-07-14,2016-07-20,73,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week19,2016-07-21,2016-07-27,53,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week20,2016-07-28,2016-08-03,43,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week21,2016-08-04,2016-08-10,26,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week22,2016-08-11,2016-08-17,42,0,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week23,2016-08-18,2016-08-24,47,1,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week24,2016-08-25,2016-08-31,41,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week25,2016-09-01,2016-09-07,42,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week26,2016-09-08,2016-09-14,43,1,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week27,2016-09-15,2016-09-21,43,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week28,2016-09-22,2016-09-28,42,0,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week29,2016-09-29,2016-10-05,38,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week30,2016-10-06,2016-10-12,46,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week31,2016-10-13,2016-10-19,34,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week32,2016-10-20,2016-10-26,24,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week33,2016-10-27,2016-11-02,35,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week34,2016-11-03,2016-11-09,25,1,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week35,2016-11-10,2016-11-16,32,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week36,2016-11-17,2016-11-23,50,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week37,2016-11-24,2016-11-30,29,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week38,2016-12-01,2016-12-07,35,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week39,2016-12-08,2016-12-14,56,1,1
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week40,2016-12-15,2016-12-21,22,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week41,2016-12-22,2016-12-28,33,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week42,2016-12-29,2017-01-04,34,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week43,2017-01-05,2017-01-11,29,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week44,2017-01-12,2017-01-18,35,0,0
9,shiyan-jingji-xue,實驗經濟學 (Experimental Economics I: Behavioral Game Theory),Week45,2017-01-19,2017-01-25,36,1,0
